Name,Hash,Id,Tag,Tier,Type,Source,Category,Element,Power,Power Limit,Masterwork Type,Masterwork Tier,Owner,Locked,Equipped,Year,Season,Event,Recoil,AA,Impact,Range,Zoom,Blast Radius,Velocity,Stability,ROF,Reload,Mag,Handling,Charge Time,Draw Time,Accuracy,Charge Rate,Guard Resistance,Guard Efficiency,Guard Endurance,Swing Speed,Shield Duration,Airborne Effectiveness,Crafted,Crafted Level,Kill Tracker,Foundry,Loadouts,Notes,Perks 0,Perks 1,Perks 2,Perks 3,Perks 4,Perks 5,Perks 6,Perks 7,Perks 8,Perks 9,Perks 10,Perks 11,Perks 12,Perks 13,Perks 14
Taraxippos,3007479950,"""6917529990295856210""",,Legendary,Scout Rifle,events,KineticSlot,Strand,1800,,Range,10,Vault,false,false,6,23,Guardian Games,84,75,60,50,19,0,0,42,200,59,15,79,0,0,0,0,0,0,0,0,0,13,false,0,0,omolon,,,Lightweight Frame*,Arrowhead Brake*,Full Bore,Accurized Rounds*,Appended Mag,Fourth Time's the Charm*,Precision Instrument*,Classy Contender*,Omolon Fluid Dynamics,Kill Tracker,Masterworked: Range*,,,,
The Title,655712834,"""6917529990295859563""",,Legendary,Submachine Gun,events,Energy,Void,1800,,Range,4,Vault,false,false,6,23,Guardian Games,100,32,22,44,15,0,0,20,720,23,28,58,0,0,0,0,0,0,0,0,0,21,false,0,0,hakke,,,Aggressive Frame*,Arrowhead Brake*,Hammer-Forged Rifling,Alloy Magazine*,High-Caliber Rounds,Repulsor Brace*,Collective Action*,Classy Contender*,Hakke Breach Armaments,Kill Tracker,Tier 4: Range*,,,,
Old Sterling,3678653083,"""6917529990719492273""",,Legendary,Auto Rifle,legendaryengram,KineticSlot,Strand,1800,,Handling,1,Titan(1821),false,false,6,21,,73,65,21,53,16,0,0,52,600,55,42,59,0,0,0,0,0,0,0,0,0,17,false,0,0,field-forged,,,Adaptive Frame*,Chambered Compensator*,Full Bore,Accurized Rounds*,Steady Rounds,Hip-Fire Grip*,Focused Fury*,Field-Tested*,Kill Tracker,Tier 1: Handling*,,,,,
Empty Vessel,4255586669,"""6917529990721467733""",,Legendary,Grenade Launcher,strikes,Energy,Solar,1800,,Velocity,1,Titan(1821),false,false,4,14,,76,73,0,0,13,100,73,39,90,75,1,64,0,0,0,0,0,0,0,0,0,2,false,0,0,,,,Lightweight Frame*,Confined Launch*,Linear Compensator,High-Velocity Rounds*,Implosion Rounds,Quickdraw*,Danger Zone*,Vanguard's Vindication*,Field-Tested,Kill Tracker,Tier 1: Velocity*,,,,
Harsh Language,1606497639,"""6917529990723198820""",,Legendary,Grenade Launcher,legendaryengram,Energy,Void,1800,,Reload Speed,2,Titan(1821),false,false,6,20,,100,71,0,0,13,100,83,30,72,77,1,76,0,0,0,0,0,0,0,0,0,3,false,0,0,,,,Wave Frame*,Countermass*,Hard Launch,High-Velocity Rounds*,Implosion Rounds,Wellspring*,Unrelenting*,Field-Tested*,Kill Tracker,Tier 2: Reload Speed*,,,,,
Geodetic HSm,3637669759,"""6917529990726658849""",,Legendary,Sword,legendaryengram,Power,Void,1800,,Impact,3,Titan(1821),false,false,6,22,,0,0,63,0,0,0,0,0,0,0,64,0,0,0,0,47,40,0,40,40,0,0,false,0,0,,,,Adaptive Frame*,Hungry Edge*,Enduring Blade,Tempered Edge,Balanced Guard*,Heavy Guard,Flash Counter*,One for All*,Nadir Focus*,Kill Tracker,Tier 3: Impact*,,,,
Last Foray,1106635211,"""6917529990726660109""",,Legendary,Sniper Rifle,legendaryengram,Energy,Solar,1800,,Range,2,Titan(1821),false,false,6,21,,85,43,90,92,55,0,0,27,72,27,3,17,0,0,0,0,0,0,0,0,0,3,false,0,0,field-forged,,,Aggressive Frame*,Extended Barrel*,Hammer-Forged Rifling,Accurized Rounds*,Tactical Mag,Lead from Gold*,Rangefinder*,Field-Tested*,Kill Tracker,Tier 2: Range*,,,,,
Scalar Potential,2563668388,"""6917529990728236040""",,Legendary,Pulse Rifle,seasonpass,Energy,Arc,1800,,Range,4,Titan(1821),false,false,6,23,,63,76,23,27,17,0,0,69,540,35,35,20,0,0,0,0,0,0,0,0,0,22,false,0,0,,,,Rapid-Fire Frame*,Chambered Compensator*,Corkscrew Rifling,Steady Rounds*,Flared Magwell,Overflow*,Golden Tricorn*,Dragon's Vengeance*,Kill Tracker,Tier 4: Range*,,,,,
Psi Hermetic V,358788212,"""6917529990728237737""",,Legendary,Pulse Rifle,legendaryengram,KineticSlot,Stasis,1800,,Stability,2,Titan(1821),false,false,6,22,,85,32,33,61,18,0,0,60,340,34,34,21,0,0,0,0,0,0,0,0,0,15,false,0,0,,,,High-Impact Frame*,Chambered Compensator*,Extended Barrel,Appended Mag*,Alloy Magazine,Elemental Capacitor*,Frenzy*,Wild Card*,Kill Tracker,Tier 2: Stability*,,,,,
Hullabaloo,657927352,"""6917529991441472348""",,Legendary,Grenade Launcher,events,Power,Arc,1800,,Handling,2,Titan(1821),false,false,6,23,Guardian Games,80,61,0,0,13,45,53,28,120,49,6,43,0,0,0,0,0,0,0,0,0,11,false,0,0,,,,Compressed Wave Frame*,Hard Launch*,Smart Drift Control,High-Velocity Rounds*,Implosion Rounds,Field Prep*,Vorpal Weapon*,Classy Contender*,Kill Tracker,Tier 2: Handling*,,,,,
Marsilion-C,867154247,"""6917529991441476412""",,Legendary,Grenade Launcher,legendaryengram,Power,Solar,1810,,Blast Radius,1,Titan(1821),false,false,6,20,,78,30,0,0,13,16,47,20,150,22,5,16,0,0,0,0,0,0,0,0,0,11,false,0,0,hakke,,,Rapid-Fire Frame*,Volatile Launch*,Hard Launch,Proximity Grenades*,High-Velocity Rounds,Field Prep*,Vorpal Weapon*,Hakke Breach Armaments*,Kill Tracker,Tier 1: Blast Radius*,,,,,
The Title,655712834,"""6917529991442718324""",,Legendary,Submachine Gun,events,Energy,Void,1800,,Stability,1,Titan(1821),false,false,6,23,Guardian Games,85,32,22,40,15,0,0,26,720,3,31,63,0,0,0,0,0,0,0,0,0,31,false,0,0,hakke,,,Aggressive Frame*,Fluted Barrel*,Full Bore,Extended Mag*,High-Caliber Rounds,Dynamic Sway Reduction*,Vorpal Weapon*,Classy Contender*,Hakke Breach Armaments,Kill Tracker,Tier 1: Stability*,,,,
Hullabaloo,657927352,"""6917529991444886557""",,Legendary,Grenade Launcher,events,Power,Arc,1800,,Handling,3,Titan(1821),false,false,6,23,Guardian Games,80,61,0,0,13,65,33,38,120,49,6,39,0,0,0,0,0,0,0,0,0,11,false,0,0,,,,Compressed Wave Frame*,Volatile Launch*,Linear Compensator,High-Velocity Rounds*,Implosion Rounds,Field Prep*,Vorpal Weapon*,Classy Contender*,Kill Tracker,Tier 3: Handling*,,,,,
The Title,655712834,"""6917529991444887028""",,Legendary,Submachine Gun,events,Energy,Void,1800,,Stability,2,Vault,false,false,6,23,Guardian Games,100,32,22,40,15,0,0,22,720,23,30,58,0,0,0,0,0,0,0,0,0,21,false,0,0,hakke,,,Aggressive Frame*,Arrowhead Brake*,Extended Barrel,Appended Mag*,High-Caliber Rounds,Threat Detector*,Destabilizing Rounds*,Classy Contender*,Hakke Breach Armaments,Kill Tracker,Tier 2: Stability*,,,,
The Title,655712834,"""6917529991444890869""",,Legendary,Submachine Gun,events,Energy,Void,1800,,Stability,1,Titan(1821),false,false,6,23,Guardian Games,85,32,22,45,15,0,0,26,720,23,28,53,0,0,0,0,0,0,0,0,0,21,false,0,0,hakke,,,Aggressive Frame*,Corkscrew Rifling*,Smallbore,Alloy Magazine*,Flared Magwell,Attrition Orbs*,Destabilizing Rounds*,Classy Contender*,Hakke Breach Armaments,Kill Tracker,Tier 1: Stability*,,,,
Taraxippos,3007479950,"""6917529991446949816""",,Legendary,Scout Rifle,events,KineticSlot,Strand,1800,,Stability,2,Vault,false,false,6,23,Guardian Games,54,75,60,30,19,0,0,49,200,59,17,84,0,0,0,0,0,0,0,0,0,13,false,0,0,omolon,,,Lightweight Frame*,Fluted Barrel*,Hammer-Forged Rifling,Appended Mag*,Extended Mag,Gutshot Straight*,Precision Instrument*,Classy Contender*,Omolon Fluid Dynamics,Kill Tracker,Tier 2: Stability*,,,,
The Title,655712834,"""6917529991446951660""",,Legendary,Submachine Gun,events,Energy,Void,1800,,Handling,1,Vault,false,false,6,23,Guardian Games,85,32,22,55,15,0,0,10,720,3,31,44,0,0,0,0,0,0,0,0,0,31,false,0,0,hakke,,,Aggressive Frame*,Full Bore*,Hammer-Forged Rifling,Extended Mag*,Ricochet Rounds,Attrition Orbs*,Surrounded*,Classy Contender*,Hakke Breach Armaments,Kill Tracker,Tier 1: Handling*,,,,
Hung Jury SR4,1453235079,"""6917529998445140327""",,Legendary,Scout Rifle,brave,KineticSlot,Kinetic,1800,,Reload Speed,1,Vault,true,false,6,23,,75,67,62,64,22,0,0,45,180,27,19,45,0,0,0,0,0,0,0,0,0,32,false,0,0,omolon,,,Precision Frame*,Full Bore*,Polygonal Rifling,Extended Mag*,Steady Rounds,Kinetic Tremors*,Firefly*,Indomitability*,Kill Tracker,Tier 1: Reload Speed*,,,,,
Harsh Language,1606497639,"""6917529998448013231""",,Legendary,Grenade Launcher,legendaryengram,Energy,Void,1810,,Blast Radius,1,Vault,true,false,6,20,,75,71,0,0,13,100,78,20,72,75,1,61,0,0,0,0,0,0,0,0,0,3,false,0,0,,,,Wave Frame*,Volatile Launch*,Linear Compensator,High-Velocity Rounds*,Implosion Rounds,Envious Assassin*,Adrenaline Junkie*,Field-Tested*,Kill Tracker,Minor Spec*,Tier 1: Blast Radius*,,,,
Chivalric Fire,3438139008,"""6917529998448021103""",,Legendary,Sword,crucible,Power,Void,1810,,Impact,10,Vault,false,false,6,23,,0,0,65,0,0,0,0,0,0,0,62,0,0,0,0,50,40,0,40,40,0,0,false,0,3,,,,Caster Frame*,Tempered Edge*,Balanced Guard*,Relentless Strikes*,Repulsor Brace,Attrition Orbs*,Destabilizing Rounds,Vanguard's Vindication*,One Quiet Moment,Gun and Run,Kill Tracker,Masterworked: Impact*,,,
Succession,3612338554,"""6917529998450823371""",,Legendary,Sniper Rifle,brave,KineticSlot,Kinetic,1800,,Handling,1,Vault,false,false,6,23,,90,48,90,76,50,0,0,38,72,45,3,26,0,0,0,0,0,0,0,0,0,4,false,0,5,,,,Aggressive Frame*,Chambered Compensator*,Corkscrew Rifling,Tactical Mag*,Steady Rounds,Reconstruction*,Firing Line*,Indomitability*,Kill Tracker,Tier 1: Handling*,,,,,
Sailspy Pitchglass,1184309824,"""6917530000441808021""",,Legendary,Linear Fusion Rifle,plunder,Power,Arc,1810,,Reload Speed,10,Vault,false,false,5,18,,100,65,38,34,25,0,0,44,0,33,5,37,533,0,0,0,0,0,0,0,0,15,true,37,848,,"Gamma, Dungeon, Alpha",,Precision Frame*,Arrowhead Brake*,Accelerated Coils*,Rapid Hit*,Voltshot*,Right Hook*,Kill Tracker,Games Memento*,Targeting Adjuster*,,,,,,
Retrofit Escapade,3103325054,"""6917530000441810754""",,Legendary,Machine Gun,seasonpass,Power,Void,1797,,Reload Speed,10,Vault,false,false,5,19,,55,70,25,30,16,0,0,51,900,77,91,63,0,0,0,0,0,0,0,0,0,12,true,26,807,suros,,,Rapid-Fire Frame*,Corkscrew Rifling*,Appended Mag*,Fourth Time's the Charm*,Target Lock*,Ambush*,Suros Synergy,Kill Tracker,Empty Memento Socket*,,,,,,
Fel Taradiddle,1399109800,"""6917530000444626702""",,Legendary,Combat Bow,wellspring,KineticSlot,Kinetic,1600,,Draw Time,10,Vault,false,false,5,16,,58,77,68,0,18,0,0,52,0,60,0,80,0,540,44,0,0,0,0,0,0,12,true,16,1027,,,,Lightweight Frame*,Agile Bowstring*,Fiberglass Arrow Shaft*,Archer's Tempo*,Explosive Head*,Psychohack*,Kill Tracker,Empty Memento Socket*,,,,,,,
Rapacious Appetite,1081724548,"""6917530000444629817""",,Legendary,Submachine Gun,dungeon,KineticSlot,Stasis,1809,,Stability,10,Vault,false,false,6,21,,100,27,22,50,14,0,0,26,720,24,27,65,0,0,0,0,0,0,0,0,0,18,true,25,479,,,,Aggressive Frame*,Arrowhead Brake*,Ricochet Rounds*,Perpetual Motion Enhanced*,Target Lock*,Kill Tracker,Unsated Hunger*,Empty Memento Socket*,,,,,,,
Tripwire Canary,3849444474,"""6917530000450213284""",,Legendary,Combat Bow,rasputin,Energy,Arc,1800,,Draw Time,10,Vault,true,false,5,19,,55,72,68,0,18,0,0,59,0,70,0,93,0,540,33,0,0,0,0,0,0,15,true,16,1107,veist,,,Lightweight Frame*,Agile Bowstring*,Compact Arrow Shaft*,Archer's Tempo*,Explosive Head*,Ambush*,Veist Stinger,Kill Tracker,Empty Memento Socket*,,,,,,
Syncopation-53,2856514843,"""6917530000450218974""",,Legendary,Pulse Rifle,legendaryengram,KineticSlot,Stasis,1600,,Range,10,Vault,false,false,5,16,,100,71,29,56,19,0,0,66,390,24,45,58,0,0,0,0,0,0,0,0,0,24,true,23,1866,suros,,,Adaptive Frame*,Arrowhead Brake*,Extended Mag*,Outlaw*,Headstone*,Suros Synergy*,Kill Tracker,Empty Memento Socket*,Targeting Adjuster*,Vanguard Magnus*,,,,,
Path of Least Resistance,2827764482,"""6917530000453043824""",,Legendary,Trace Rifle,rasputin,Energy,Arc,1810,,Handling,10,Vault,true,false,5,19,,100,100,6,69,16,0,0,83,1000,40,102,57,0,0,0,0,0,0,0,0,0,12,true,16,932,omolon,,,Adaptive Frame*,Chambered Compensator*,Enhanced Battery*,Stats for All*,Voltshot*,Ambush*,Omolon Fluid Dynamics,Kill Tracker,Empty Memento Socket*,,,,,,
Targeted Redaction,3890055324,"""6917530000453045290""",,Legendary,Hand Cannon,sonar,Energy,Void,1800,,Range,10,Vault,true,false,6,21,,100,60,92,76,14,0,0,23,120,25,8,36,0,0,0,0,0,0,0,0,0,15,true,16,749,,,,Aggressive Frame*,Arrowhead Brake*,Accurized Rounds*,Outlaw*,Destabilizing Rounds*,Kill Tracker,Unsated Hunger*,Empty Memento Socket*,,,,,,,
Drang (Baroque),502356570,"""6917530000453051621""",,Legendary,Sidearm,dcv,Energy,Solar,1600,,Range,10,Vault,true,false,5,17,,80,70,49,55,13,0,0,65,300,30,18,86,0,0,0,0,0,0,0,0,0,23,true,16,1221,,,,Together Forever*,Fluted Barrel*,Accurized Rounds*,Moving Target*,Incandescent*,To Excess*,Kill Tracker,Empty Memento Socket*,,,,,,,
Succession,3612338554,"""6917530000463951653""",,Legendary,Sniper Rifle,brave,KineticSlot,Kinetic,1800,,Handling,5,Vault,false,false,6,23,,80,53,90,81,50,0,0,33,72,45,3,40,0,0,0,0,0,0,0,0,0,4,false,0,0,,,,Aggressive Frame*,Corkscrew Rifling*,Extended Barrel,Tactical Mag*,Alloy Magazine,Reconstruction*,Box Breathing*,Indomitability*,Kill Tracker,Targeting Adjuster*,Tier 5: Handling*,,,,
Elsie's Rifle,3851176026,"""6917530000475255742""",,Legendary,Pulse Rifle,brave,Energy,Void,1800,,Handling,10,Vault,false,false,6,23,,73,40,33,80,17,0,0,55,340,60,29,47,0,0,0,0,0,0,0,0,0,24,false,0,0,,,,High-Impact Frame*,Full Bore*,Ricochet Rounds*,Rewind Rounds*,Adrenaline Junkie*,Indomitability*,Kill Tracker,Masterworked: Handling*,BRAVE Elsie's Rifle*,,,,,,
The Recluse,1050806815,"""6917530000479537668""",,Legendary,Submachine Gun,brave,Energy,Void,1800,,Range,5,Vault,false,false,6,23,,100,55,15,45,13,0,0,57,900,28,39,58,0,0,0,0,0,0,0,0,0,19,false,0,0,veist,,,Lightweight Frame*,Chambered Compensator*,Extended Barrel,Appended Mag*,High-Caliber Rounds,Enlightened Action*,Surrounded*,Indomitability*,Kill Tracker,Tier 5: Range*,,,,,
Optative,2817683783,"""6917530000492787927""",,Legendary,Hand Cannon,rivenslair,Energy,Void,1800,,,,Hunter(1772),false,true,6,23,,100,67,78,39,14,0,0,70,180,53,12,16,0,0,0,0,0,0,0,0,0,17,true,11,631,,,,Precision Frame*,Extended Barrel*,Steady Rounds*,Hip-Fire Grip*,Wellspring*,Nano-Munitions*,Kill Tracker,Empty Memento Socket*,,,,,,,
Locus Locutus,4132072834,"""6917530000498436608""",,Legendary,Sniper Rifle,seasonpass,KineticSlot,Stasis,1800,,,,Vault,false,false,6,22,,73,61,70,53,40,0,0,59,90,42,4,32,0,0,0,0,0,0,0,0,0,11,true,16,0,,,,Adaptive Frame*,Extended Barrel*,Steady Rounds*,Wellspring*,Opening Shot*,Head Rush*,Kill Tracker,Empty Memento Socket*,,,,,,,
The Supremacy,2884596447,"""6917530000498437313""",,Legendary,Sniper Rifle,lastwish,KineticSlot,Kinetic,1800,,,,Warlock(1823),false,false,6,21,,70,77,55,42,40,0,0,38,140,62,5,58,0,0,0,0,0,0,0,0,0,2,true,13,217,,Epsilon,,Rapid-Fire Frame*,Extended Barrel*,Alloy Magazine*,Genesis*,Fourth Time's the Charm*,Explosive Pact*,Kill Tracker,Empty Memento Socket*,,,,,,,
Different Times,3016891299,"""6917530000498440093""",,Legendary,Pulse Rifle,sonar,KineticSlot,Strand,1800,,,,Hunter(1772),false,false,6,21,,62,75,23,38,17,0,0,39,540,28,34,8,0,0,0,0,0,0,0,0,0,18,true,5,237,,Trials,,Rapid-Fire Frame*,Extended Barrel*,Alloy Magazine*,Subsistence*,Adrenaline Junkie*,Kill Tracker,Unsated Hunger*,Empty Memento Socket*,,,,,,,
Indebted Kindness,3381450498,"""6917530000579377242""",,Legendary,Sidearm,dungeon,Energy,Arc,1810,,Blast Radius,1,Vault,true,false,6,23,,60,80,0,25,18,51,51,48,100,8,12,40,0,0,0,0,0,0,0,0,0,21,false,0,19,,,,Rocket-Assisted Frame*,Volatile Launch*,Quick Launch,Extended Mag*,High-Velocity Rounds,Beacon Rounds*,Voltshot*,Sundering*,Kill Tracker,Tier 1: Blast Radius*,,,,,
Vengeful Whisper,839344841,"""6917530000592865672""",,Legendary,Combat Bow,dungeon,KineticSlot,Strand,1810,,Stability,3,Vault,false,false,6,23,,79,72,76,0,19,0,0,57,0,40,0,56,0,684,91,0,0,0,0,0,0,18,false,0,0,,,,Precision Frame*,Tactile String*,High Tension String,Fiberglass Arrow Shaft*,Natural Fletching,Enlightened Action*,Successful Warm-Up*,Sundering*,Kill Tracker,Tier 3: Stability*,,,,,
Naeem's Lance,2806569825,"""6917530002722301382""",,Legendary,Sniper Rifle,dungeon,KineticSlot,Strand,1810,,Stability,2,Vault,true,false,6,23,,54,76,55,31,37,0,0,67,140,55,5,60,0,0,0,0,0,0,0,0,0,11,false,0,0,,,,Rapid-Fire Frame*,Polygonal Rifling*,Smallbore,Steady Rounds*,Flared Magwell,Reconstruction*,Slice*,Sundering*,Kill Tracker,Tier 2: Stability*,,,,,
Dragoncult Sickle,3668817296,"""6917530002724716071""",,Legendary,Sword,dungeon,Power,Strand,1810,,Impact,2,Warlock(1823),true,false,6,23,,0,0,59,0,0,0,0,0,0,0,67,0,0,0,0,50,40,0,40,40,0,0,false,0,0,,,,Caster Frame*,Enduring Blade*,Honed Edge,Jagged Edge,Balanced Guard*,Swordmaster's Guard,Slice*,Whirlwind Blade*,Sundering*,Kill Tracker,Tier 2: Impact*,,,,
Parabellum,3926811686,"""6917530004780392165""",,Legendary,Submachine Gun,legendaryengram,Energy,Solar,1800,,Range,1,Vault,true,false,6,23,,92,46,20,44,14,0,0,53,900,34,37,51,0,0,0,0,0,0,0,0,0,29,false,0,0,field-forged,,,Adaptive Frame*,Chambered Compensator*,Smallbore,Extended Mag*,Steady Rounds,Heal Clip*,Adagio*,Field-Tested*,Kill Tracker,Tier 1: Range*,,,,,
Geodetic HSm,3637669759,"""6917530005484247857""",,Legendary,Sword,legendaryengram,Power,Void,1600,,Impact,4,Hunter(1772),false,false,6,22,,0,0,62,0,0,0,0,0,0,0,67,0,0,0,0,47,80,0,0,40,0,0,false,0,0,,,,Adaptive Frame*,Enduring Blade*,Jagged Edge,Tempered Edge,Burst Guard*,Enduring Guard,Repulsor Brace*,En Garde*,Nadir Focus*,Kill Tracker,Tier 5: Impact*,,,,
Abide the Return,250721843,"""6917530005528632470""",,Legendary,Sword,dreaming,Power,Solar,1800,,Impact,4,Vault,false,false,6,23,,0,0,62,0,0,0,0,0,0,0,64,0,0,0,0,20,40,0,40,40,0,0,false,0,0,,,,Adaptive Frame*,Hungry Edge*,Enduring Blade,Balanced Guard*,Enduring Guard,Tireless Blade*,Incandescent*,Advanced Reflexes*,Kill Tracker,Tier 5: Impact*,,,,,
Combined Action,1331824604,"""6917530005566493435""",,Legendary,Hand Cannon,legendaryengram,Energy,Arc,1800,,Handling,2,Vault,false,false,6,21,,100,61,92,64,14,0,0,36,120,32,8,20,0,0,0,0,0,0,0,0,0,16,false,0,0,field-forged,,,Aggressive Frame*,Chambered Compensator*,Fluted Barrel,Accurized Rounds*,Steady Rounds,No Distractions*,Voltshot*,Field-Tested*,Kill Tracker,Tier 2: Handling*,,,,,
Succession,3612338554,"""6917530005569222910""",,Legendary,Sniper Rifle,brave,KineticSlot,Kinetic,1800,,Range,1,Vault,false,false,6,23,,90,48,90,77,50,0,0,33,72,15,4,25,0,0,0,0,0,0,0,0,0,14,false,0,0,,,,Aggressive Frame*,Chambered Compensator*,Corkscrew Rifling,Extended Mag*,Steady Rounds,Demolitionist*,Focused Fury*,Indomitability*,Kill Tracker,Tier 1: Range*,,,,,
Elsie's Rifle,3851176026,"""6917530005574756605""",,Legendary,Pulse Rifle,brave,Energy,Void,1800,,Range,10,Vault,true,false,6,23,,83,40,33,85,17,0,0,55,340,60,29,32,0,0,0,0,0,0,0,0,0,24,false,0,0,,,,High-Impact Frame*,Extended Barrel*,Fluted Barrel,High-Caliber Rounds*,Flared Magwell,Zen Moment*,Rewind Rounds,Headseeker*,Adrenaline Junkie,Indomitability*,Kill Tracker,Masterworked: Range*,BRAVE Elsie's Rifle*,,
Elsie's Rifle,2372514509,"""6917530005577360851""",,Legendary,Pulse Rifle,brave,Energy,Void,1800,,Handling,3,Vault,false,false,6,23,,83,40,33,60,17,0,0,65,340,60,35,40,0,0,0,0,0,0,0,0,0,24,false,0,0,,,,High-Impact Frame*,Chambered Compensator*,Smallbore,Appended Mag*,High-Caliber Rounds,Repulsor Brace*,Desperate Measures*,Indomitability*,Kill Tracker,Tier 3: Handling*,,,,,
Edge Transit,568611923,"""6917530005582588619""",,Legendary,Grenade Launcher,brave,Power,Void,1810,,Reload Speed,1,Vault,true,false,6,23,,70,62,0,0,13,70,27,57,120,40,5,42,0,0,0,0,0,0,0,0,0,6,false,0,0,,,,Adaptive Frame*,Confined Launch*,Quick Launch,High-Explosive Ordnance*,Proximity Grenades,Repulsor Brace*,Bait and Switch*,Indomitability*,Kill Tracker,Tier 1: Reload Speed*,,,,,
Elsie's Rifle,2372514509,"""6917530005593679916""",,Legendary,Pulse Rifle,brave,Energy,Void,1800,,Range,4,Vault,false,false,6,23,,83,40,33,74,17,0,0,55,340,60,29,32,0,0,0,0,0,0,0,0,0,24,false,0,0,,,,High-Impact Frame*,Extended Barrel*,Full Bore,Alloy Magazine*,Flared Magwell,Loose Change*,Desperado*,Indomitability*,Kill Tracker,Tier 4: Range*,,,,,
Caretaker,2508948099,"""6917530005634173097""",,Legendary,Sword,seasonpass,Power,Solar,1800,,Impact,10,Vault,false,false,6,20,,0,0,64,0,0,0,0,0,0,0,64,0,0,0,0,22,42,0,40,42,0,0,true,20,403,,,,Adaptive Frame*,Hungry Edge*,Balanced Guard*,Tireless Blade*,Incandescent*,Noble Deeds*,Kill Tracker,Empty Memento Socket*,,,,,,,
Raconteur,45643573,"""6917530005636856052""",,Legendary,Combat Bow,seasonpass,KineticSlot,Stasis,1800,,Draw Time,10,Vault,false,false,6,20,,72,64,76,0,18,0,0,68,0,40,0,71,0,648,65,0,0,0,0,0,0,20,true,17,650,,,,Precision Frame*,Agile Bowstring*,Carbon Arrow Shaft*,Archer's Tempo*,Headstone*,Noble Deeds*,Kill Tracker,Empty Memento Socket*,,,,,,,
Bump in the Night,1959650777,"""6917530005636859104""",,Legendary,Rocket Launcher,haunted,Power,Stasis,1600,,Blast Radius,10,Vault,false,false,5,17,,74,33,0,0,20,45,64,18,25,88,1,14,0,0,0,0,0,0,0,0,0,7,true,17,301,,,,Aggressive Frame*,Volatile Launch*,Alloy Casing*,Auto-Loading Holster*,Chill Clip*,Extrovert*,Kill Tracker,Empty Memento Socket*,,,,,,,
Vexcalibur,3118061005,"""6917530005636861833""",,Exotic,Glaive,avalon,Energy,Void,1810,,"Range, Reload Speed",10,Vault,false,false,6,20,,0,74,80,100,0,0,0,0,80,72,5,82,0,0,0,0,0,0,0,0,0,10,true,16,1240,,,,M1R Distribution Matrix IV*,Ballistic Tuning*,Extended Mag*,Perpetual Loophole*,Hand-Laid Stock*,Kill Tracker,Robber Refit*,Expert Authorization Override*,,,,,,,
Royal Executioner,1720503118,"""6917530005641535841""",,Legendary,Fusion Rifle,seasonpass,Energy,Solar,1810,,Reload Speed,10,Vault,true,false,6,20,,88,43,65,31,15,0,0,35,0,42,6,40,660,0,0,0,0,0,0,0,0,6,true,17,600,,,,Adaptive Frame*,Arrowhead Brake*,Accelerated Coils*,Envious Assassin*,Incandescent*,Noble Deeds*,Kill Tracker,Empty Memento Socket*,,,,,,,
Tigerspite,2465372924,"""6917530005742431381""",,Legendary,Auto Rifle,dreaming,KineticSlot,Kinetic,1800,,Stability,2,Vault,true,false,6,23,,98,44,29,67,16,0,0,43,450,40,33,50,0,0,0,0,0,0,0,0,0,10,false,0,0,,,,Precision Frame*,Arrowhead Brake*,Polygonal Rifling,Armor-Piercing Rounds*,Light Mag,Overflow*,Kinetic Tremors*,Advanced Reflexes*,Kill Tracker,Tier 2: Stability*,,,,,
Doomed Petitioner,1501688142,"""6917530005749843470""",,Legendary,Linear Fusion Rifle,rivenslair,Power,Void,1800,,,,Warlock(1823),false,true,6,23,,81,64,38,55,25,0,0,46,0,24,5,15,533,0,0,0,0,0,0,0,0,11,true,5,31,,,,Aggressive Frame*,Extended Barrel*,Accelerated Coils*,Threat Detector*,Deconstruct*,Dragon's Vengeance*,Kill Tracker,Empty Memento Socket*,,,,,,,
The Recluse,1050806815,"""6917530005784888430""",,Legendary,Submachine Gun,brave,Energy,Void,1800,,Handling,1,Vault,false,false,6,23,,100,55,15,50,13,0,0,52,900,28,36,69,0,0,0,0,0,0,0,0,0,19,false,0,0,veist,,,Lightweight Frame*,Corkscrew Rifling*,Smallbore,High-Caliber Rounds*,Ricochet Rounds,Dynamic Sway Reduction*,Target Lock*,Indomitability*,Kill Tracker,Tier 1: Handling*,,,,,
Elsie's Rifle,2372514509,"""6917530005787233790""",,Legendary,Pulse Rifle,brave,Energy,Void,1800,,Handling,1,Warlock(1823),true,false,6,23,,100,40,33,60,17,0,0,55,340,60,29,53,0,0,0,0,0,0,0,0,0,24,false,0,0,,,,High-Impact Frame*,Arrowhead Brake*,Hammer-Forged Rifling,Alloy Magazine*,Ricochet Rounds,Feeding Frenzy*,Kill Clip*,Indomitability*,Kill Tracker,Tier 1: Handling*,,,,,
Elsie's Rifle,3851176026,"""6917530005808682764""",,Legendary,Pulse Rifle,brave,Energy,Void,1800,,Range,10,Vault,false,false,6,23,,83,40,33,70,17,0,0,65,340,40,38,37,0,0,0,0,0,0,0,0,0,34,false,0,0,,,,High-Impact Frame*,Chambered Compensator*,Extended Barrel,Extended Mag*,Ricochet Rounds,Keep Away*,Rewind Rounds,Destabilizing Rounds*,Desperado,Indomitability*,Kill Tracker,Masterworked: Range*,BRAVE Elsie's Rifle*,,
